customer_id,gender,age,state,city,estimated_salary,plan_type,tenure_months,total_complaints,avg_calls_3m,avg_data_3m,usage_drop_ratio,recharge_frequency,last_month_calls,last_month_data,churn
1203,F,64.0,Tamil Nadu,Hyderabad,121678.0,Prepaid,31.0,1.0,132.0,10691.333333333334,0.2264957264957265,2.3333333333333335,52.0,18997.0,0
1204,F,24.0,West Bengal,Chennai,,Prepaid,30.0,0.0,264.3333333333333,14023.333333333334,1.0823529411764705,2.0,275.0,18146.0,0
1205,M,28.0,Karnataka,Mumbai,109643.0,Postpaid,5.0,0.0,161.33333333333334,4225.0,0.8282208588957055,1.0,134.0,1916.0,0
1206,F,63.0,Tamil Nadu,Chennai,211659.0,Postpaid,17.0,0.0,196.66666666666666,3835.0,0.6073825503355704,1.0,180.0,7295.0,0
1207,F,50.0,Delhi,Chennai,156898.0,Prepaid,26.0,0.0,26.333333333333332,10741.333333333334,0.7631578947368421,2.3333333333333335,28.0,14847.0,0
1208,M,41.0,Delhi,Chennai,106391.0,Prepaid,28.0,0.0,192.66666666666666,8080.333333333333,1.2066115702479339,3.0,291.0,8087.0,0
1209,F,35.0,Arunachal Pradesh,Chennai,221616.0,Prepaid,14.0,0.0,155.66666666666666,7409.0,0.3134920634920635,2.0,78.0,6171.0,0
1210,F,22.0,Tripura,Chennai,171504.0,Postpaid,6.0,0.0,124.33333333333333,5430.666666666667,0.7928571428571428,,110.0,10734.0,0
1211,M,25.0,Delhi,Mumbai,199086.0,Postpaid,16.0,0.0,96.0,2248.6666666666665,1.8,1.0,44.0,3574.0,1
1212,M,52.0,Arunachal Pradesh,Chennai,57549.0,Prepaid,6.0,0.0,99.0,11643.333333333334,19.0,2.1666666666666665,246.0,739.0,0
1213,F,65.0,West Bengal,Mumbai,208817.0,Prepaid,3.0,0.0,134.0,11656.333333333334,0.757396449704142,2.6666666666666665,127.0,16819.0,0
1214,M,48.0,Arunachal Pradesh,Bangalore,29880.0,Prepaid,11.0,0.0,177.66666666666666,7737.666666666667,1.3196347031963471,2.1666666666666665,288.0,1905.0,1
1215,F,38.0,Tamil Nadu,Mumbai,60760.0,Prepaid,29.0,0.0,136.33333333333334,7558.0,4.742857142857143,1.5,165.0,8400.0,0
1216,F,43.0,Mizoram,Chennai,242699.0,Postpaid,27.0,0.0,206.66666666666666,11445.666666666666,2.2018348623853212,1.0,239.0,15486.0,0
1217,F,29.0,Delhi,Chennai,185186.0,Prepaid,6.0,0.0,60.333333333333336,14348.0,9.466666666666667,2.0,,15391.0,0
1218,F,41.0,Tamil Nadu,Chennai,234793.0,Prepaid,6.0,0.0,137.66666666666666,12451.0,0.5164319248826291,2.6666666666666665,,15790.0,0
1219,F,24.0,Tamil Nadu,Kolkata,95928.0,Prepaid,17.0,0.0,185.33333333333334,14687.666666666666,1.3458646616541354,3.0,178.0,15929.0,0
1220,M,62.0,Arunachal Pradesh,Mumbai,188263.0,Prepaid,17.0,0.0,65.0,4769.666666666667,2.92,2.6666666666666665,72.0,607.0,0
1221,F,49.0,Karnataka,Mumbai,208719.0,Prepaid,14.0,0.0,104.33333333333333,9060.666666666666,1.054054054054054,2.0,38.0,3433.0,1
1222,M,57.0,Tripura,Delhi,152937.0,Prepaid,19.0,0.0,62.333333333333336,4508.0,2.9130434782608696,2.1666666666666665,66.0,1493.0,0
1223,F,68.0,Arunachal Pradesh,Delhi,206080.0,Prepaid,7.0,0.0,134.33333333333334,13208.0,6.425,2.6666666666666665,256.0,5292.0,0
1224,F,54.0,Mizoram,Kolkata,221047.0,Prepaid,24.0,1.0,223.33333333333334,6916.666666666667,0.6356877323420075,2.5,170.0,2536.0,0
1225,F,53.0,West Bengal,Chennai,111487.0,Prepaid,,0.0,98.66666666666667,13157.0,0.30714285714285716,2.6666666666666665,42.0,9227.0,0
1226,M,22.0,,Hyderabad,235044.0,Prepaid,25.0,0.0,174.66666666666666,13855.0,,3.0,268.0,10833.0,0
1227,F,55.0,Karnataka,Bangalore,106878.0,Postpaid,2.0,0.0,280.0,12398.0,0.8745762711864407,1.0,257.0,11952.0,0
1228,F,24.0,Tripura,Chennai,97340.0,Postpaid,29.0,0.0,,7451.0,2.5277777777777777,1.0,181.0,8424.0,0
1229,M,22.0,Tripura,Mumbai,135152.0,Prepaid,21.0,0.0,232.66666666666666,7921.333333333333,0.8576388888888888,3.1666666666666665,246.0,3319.0,0
1230,M,73.0,Tamil Nadu,Hyderabad,162057.0,Prepaid,25.0,0.0,156.66666666666666,5072.666666666667,0.9021739130434783,2.1666666666666665,82.0,4254.0,0
1231,F,52.0,,Bangalore,206108.0,Prepaid,31.0,0.0,42.666666666666664,7057.666666666667,0.875,2.0,41.0,1190.0,0
1232,M,49.0,Delhi,,166167.0,Postpaid,12.0,0.0,231.33333333333334,12811.333333333334,0.34459459459459457,1.0,101.0,17491.0,0
1233,M,55.0,Tamil Nadu,Mumbai,24235.0,Postpaid,26.0,0.0,95.0,12211.666666666666,3.0,1.0,176.0,16439.0,0
1234,M,54.0,Mizoram,Bangalore,144420.0,Prepaid,21.0,0.0,153.66666666666666,9498.0,3.7777777777777777,2.8333333333333335,135.0,12473.0,0
1235,F,57.0,Tripura,Hyderabad,86875.0,,2.0,0.0,50.333333333333336,12411.0,1.537037037037037,1.0,82.0,11834.0,0
1236,F,44.0,Mizoram,Kolkata,241009.0,Postpaid,8.0,0.0,116.33333333333333,5454.666666666667,0.3259668508287293,1.0,58.0,1071.0,0
1237,M,69.0,West Bengal,Hyderabad,41457.0,Prepaid,23.0,0.0,206.66666666666666,10710.0,1.4864864864864864,2.5,219.0,16556.0,0
1238,M,21.0,Tamil Nadu,Chennai,160848.0,Prepaid,5.0,0.0,169.33333333333334,7209.333333333333,0.42613636363636365,2.5,74.0,2552.0,0
1239,F,71.0,Mizoram,Delhi,161473.0,Postpaid,18.0,0.0,245.66666666666666,7041.333333333333,1.1886792452830188,1.0,251.0,2328.0,0
1240,F,39.0,,Hyderabad,138602.0,Prepaid,30.0,0.0,213.66666666666666,10356.333333333334,2.5981308411214954,2.8333333333333335,277.0,3998.0,0
1241,F,43.0,Delhi,Delhi,110044.0,Postpaid,17.0,0.0,56.666666666666664,4521.666666666667,8.0,1.0,63.0,4443.0,0
1242,M,66.0,Delhi,Chennai,113988.0,Postpaid,2.0,0.0,127.0,17896.0,2.3043478260869565,1.0,158.0,15748.0,0
1243,F,42.0,Karnataka,Delhi,75461.0,,1.0,0.0,58.0,13110.333333333334,0.19083969465648856,1.0,24.0,11820.0,0
1244,M,74.0,Delhi,Kolkata,70812.0,Prepaid,19.0,0.0,139.33333333333334,12778.333333333334,0.7091836734693877,2.6666666666666665,138.0,18945.0,0
1245,F,43.0,West Bengal,Mumbai,118875.0,Prepaid,12.0,0.0,134.0,14719.0,4.389830508474576,2.3333333333333335,258.0,7739.0,0
1246,F,55.0,Arunachal Pradesh,Bangalore,,Prepaid,12.0,0.0,144.33333333333334,5327.666666666667,0.9485714285714286,3.3333333333333335,165.0,3837.0,0
1247,F,72.0,West Bengal,Hyderabad,191945.0,Prepaid,1.0,0.0,153.66666666666666,13997.666666666666,0.5778894472361809,2.3333333333333335,114.0,15216.0,0
1248,M,22.0,Delhi,Bangalore,57433.0,Postpaid,1.0,0.0,97.0,10536.0,3.847826086956522,,176.0,18128.0,0
1249,M,53.0,Karnataka,Hyderabad,20765.0,Prepaid,16.0,0.0,112.33333333333333,8852.0,0.16990291262135923,2.5,34.0,9270.0,0
1250,F,,Delhi,Kolkata,124855.0,Postpaid,23.0,0.0,127.0,14533.0,0.6764705882352942,1.0,45.0,19775.0,0
1251,M,47.0,Tamil Nadu,Chennai,48737.0,Postpaid,6.0,0.0,125.33333333333333,4316.666666666667,1.0,1.0,59.0,2626.0,1
1252,M,69.0,West Bengal,Mumbai,156492.0,Prepaid,2.0,0.0,137.0,9571.0,0.5942028985507246,2.3333333333333335,81.0,11683.0,0
1253,F,72.0,Mizoram,Delhi,222886.0,Prepaid,32.0,0.0,152.66666666666666,14989.333333333334,0.24793388429752067,2.1666666666666665,59.0,19889.0,0
1254,M,57.0,West Bengal,Delhi,199311.0,Prepaid,26.0,0.0,121.66666666666667,17975.333333333332,0.26618705035971224,2.0,73.0,19373.0,0
1255,F,50.0,Tamil Nadu,Hyderabad,62983.0,Prepaid,20.0,0.0,198.33333333333334,12617.0,1.1174089068825912,2.3333333333333335,275.0,19692.0,0
1256,M,48.0,Tamil Nadu,Mumbai,59123.0,Prepaid,23.0,0.0,156.0,9527.666666666666,3.9324324324324325,3.1666666666666665,290.0,8630.0,0
1257,M,69.0,Maharashtra,,50581.0,,2.0,0.0,84.66666666666667,7416.666666666667,1.2365591397849462,2.5,114.0,6591.0,0
1258,F,18.0,Maharashtra,Bangalore,56928.0,Prepaid,7.0,,76.0,11920.666666666666,1.5,3.3333333333333335,80.0,7735.0,0
1259,M,22.0,Mizoram,,48094.0,Prepaid,8.0,0.0,148.0,9617.666666666666,0.7142857142857143,2.0,169.0,3019.0,0
1260,F,70.0,West Bengal,Chennai,86300.0,Prepaid,11.0,0.0,189.0,7866.333333333333,0.5075187969924813,2.3333333333333335,134.0,1835.0,0
1261,F,60.0,Delhi,Kolkata,109268.0,Postpaid,22.0,0.0,123.0,3655.3333333333335,0.576271186440678,1.0,33.0,4110.0,0
1262,F,33.0,Tamil Nadu,Delhi,70775.0,,2.0,0.0,,14111.666666666666,1.3846153846153846,2.3333333333333335,89.0,19663.0,0
1263,M,53.0,Maharashtra,Kolkata,196379.0,Prepaid,31.0,0.0,157.33333333333334,10487.666666666666,0.9949748743718593,2.1666666666666665,197.0,10572.0,0
1264,M,41.0,Delhi,Kolkata,241905.0,Prepaid,24.0,0.0,201.66666666666666,8998.0,1.6440677966101696,2.5,193.0,4912.0,0
1265,F,24.0,Maharashtra,Kolkata,57448.0,Prepaid,16.0,0.0,151.0,5620.0,2.378640776699029,3.3333333333333335,244.0,3738.0,0
1266,F,42.0,Arunachal Pradesh,Hyderabad,65256.0,Prepaid,25.0,0.0,154.66666666666666,12004.0,0.26855123674911663,2.6666666666666665,75.0,12898.0,1
1267,M,53.0,Arunachal Pradesh,Bangalore,183082.0,Prepaid,,0.0,109.66666666666667,5205.333333333333,0.16267942583732056,2.5,33.0,10390.0,0
1268,M,36.0,Tripura,Bangalore,206984.0,Prepaid,7.0,1.0,260.0,11368.0,1.0926640926640927,3.3333333333333335,282.0,11094.0,0
1269,M,67.0,Arunachal Pradesh,Hyderabad,180965.0,Postpaid,13.0,0.0,133.66666666666666,5881.666666666667,1.0114942528735633,1.0,87.0,2962.0,0
1270,M,46.0,Tripura,Bangalore,112864.0,Postpaid,18.0,0.0,182.0,5809.666666666667,4.04054054054054,1.0,298.0,7253.0,0
1271,F,49.0,Arunachal Pradesh,Mumbai,133684.0,Postpaid,21.0,0.0,64.66666666666667,7973.333333333333,10.2,1.0,50.0,1022.0,1
1272,M,70.0,Maharashtra,Delhi,100110.0,Prepaid,6.0,0.0,144.66666666666666,11014.333333333334,0.7606382978723404,2.5,142.0,14702.0,0
1273,F,33.0,Karnataka,Kolkata,161902.0,Prepaid,23.0,0.0,169.0,7698.666666666667,0.48743718592964824,2.3333333333333335,96.0,6463.0,0
1274,M,60.0,Tamil Nadu,Chennai,151825.0,Prepaid,13.0,0.0,213.66666666666666,9972.333333333334,0.740909090909091,2.6666666666666665,162.0,5454.0,0
1275,F,24.0,Tripura,Hyderabad,150363.0,Prepaid,8.0,0.0,158.0,12744.0,3.0136986301369864,2.5,219.0,13796.0,1
1276,F,65.0,Tamil Nadu,Bangalore,54904.0,Prepaid,25.0,0.0,138.33333333333334,9343.333333333334,0.39114391143911437,3.0,105.0,10051.0,0
1277,M,65.0,Tripura,Bangalore,201766.0,Prepaid,27.0,0.0,166.33333333333334,11910.333333333334,1.6857142857142857,3.1666666666666665,294.0,14848.0,0
1278,F,63.0,Arunachal Pradesh,Chennai,123240.0,Prepaid,19.0,0.0,192.66666666666666,10415.0,1.1225806451612903,3.0,173.0,11396.0,0
1279,M,33.0,Arunachal Pradesh,Bangalore,37456.0,Prepaid,16.0,0.0,128.0,11019.0,,2.8333333333333335,238.0,16143.0,0
1280,M,29.0,Delhi,Chennai,170630.0,Prepaid,1.0,0.0,86.66666666666667,14457.333333333334,0.9763779527559056,1.8333333333333333,123.0,12349.0,0
1281,F,48.0,Arunachal Pradesh,Hyderabad,61239.0,Prepaid,2.0,0.0,33.333333333333336,1856.0,1.1379310344827587,2.6666666666666665,32.0,576.0,1
1282,F,51.0,Karnataka,Delhi,107684.0,Prepaid,17.0,0.0,137.66666666666666,9207.0,1.3661971830985915,3.3333333333333335,193.0,9733.0,0
1283,M,49.0,Karnataka,Chennai,107789.0,,7.0,0.0,113.0,9253.666666666666,8.866666666666667,1.0,265.0,,0
1284,F,46.0,Maharashtra,Bangalore,234980.0,Prepaid,13.0,0.0,163.33333333333334,6867.333333333333,1.5,2.6666666666666665,236.0,1940.0,0
1285,F,34.0,Delhi,Mumbai,21535.0,Prepaid,8.0,0.0,176.0,4938.0,0.09174311926605505,3.1666666666666665,19.0,3345.0,0
1286,M,24.0,West Bengal,Mumbai,62048.0,Postpaid,6.0,0.0,170.33333333333334,15840.666666666666,1.955223880597015,1.0,261.0,10229.0,0
1287,F,47.0,Maharashtra,Hyderabad,78976.0,Prepaid,19.0,0.0,65.33333333333333,2086.6666666666665,4.2631578947368425,2.1666666666666665,80.0,3247.0,0
1288,F,34.0,Tripura,Mumbai,200660.0,Prepaid,22.0,0.0,74.33333333333333,12142.666666666666,0.7297297297297297,2.1666666666666665,26.0,14041.0,0
1289,M,21.0,Karnataka,Bangalore,235497.0,Prepaid,14.0,0.0,128.33333333333334,11553.333333333334,0.25,2.6666666666666665,60.0,7996.0,0
1290,M,62.0,Delhi,Kolkata,26040.0,Prepaid,5.0,0.0,153.66666666666666,5564.333333333333,1.2,2.1666666666666665,227.0,11068.0,0
1291,M,52.0,West Bengal,Bangalore,37517.0,Prepaid,,0.0,88.0,4646.333333333333,3.7142857142857144,2.5,25.0,4335.0,1
1292,M,67.0,Arunachal Pradesh,Delhi,60720.0,Prepaid,13.0,0.0,101.0,14169.666666666666,1.33,2.8333333333333335,132.0,18093.0,0
1293,F,33.0,Arunachal Pradesh,Hyderabad,166335.0,Prepaid,18.0,0.0,170.66666666666666,16428.333333333332,0.8043478260869565,3.5,184.0,18173.0,0
1294,M,53.0,Mizoram,Kolkata,136585.0,,31.0,0.0,193.66666666666666,14158.666666666666,0.0975609756097561,1.0,27.0,14120.0,0
1295,F,29.0,Arunachal Pradesh,Chennai,186337.0,Prepaid,22.0,0.0,195.33333333333334,10325.333333333334,0.5097276264591439,2.8333333333333335,130.0,12075.0,0
1296,F,,Arunachal Pradesh,Bangalore,172337.0,Prepaid,21.0,1.0,207.66666666666666,9459.0,0.5234899328859061,2.3333333333333335,155.0,19583.0,0
1297,F,72.0,Tamil Nadu,Mumbai,155691.0,Prepaid,19.0,0.0,192.66666666666666,6071.0,0.33687943262411346,3.1666666666666665,94.0,2942.0,0
1298,M,66.0,Tamil Nadu,Mumbai,95177.0,Prepaid,19.0,0.0,145.0,9048.333333333334,0.08139534883720931,3.0,13.0,3390.0,0
1299,M,28.0,Tripura,Delhi,126881.0,Prepaid,21.0,0.0,126.66666666666667,15237.333333333334,4.5,3.1666666666666665,143.0,15758.0,0
1300,F,54.0,West Bengal,Kolkata,177234.0,Prepaid,22.0,0.0,32.666666666666664,,0.375,3.0,14.0,13534.0,0
1301,F,34.0,Maharashtra,Delhi,103312.0,Prepaid,30.0,0.0,24.333333333333332,4961.333333333333,0.42857142857142855,2.6666666666666665,14.0,4713.0,0
1302,F,58.0,Maharashtra,Hyderabad,50549.0,Prepaid,8.0,0.0,145.0,12360.333333333334,0.14965986394557823,2.6666666666666665,21.0,17121.0,0
1303,M,24.0,Mizoram,Delhi,215792.0,Prepaid,28.0,0.0,171.0,8981.0,2.063380281690141,2.0,292.0,3600.0,0
1304,F,64.0,Tripura,Chennai,209016.0,Prepaid,12.0,0.0,91.0,10819.333333333334,0.7021276595744681,,98.0,9862.0,0
1305,F,68.0,West Bengal,Mumbai,219303.0,Prepaid,18.0,0.0,57.0,,1.1805555555555556,2.6666666666666665,84.0,17173.0,0
1306,M,33.0,Maharashtra,Hyderabad,32671.0,Postpaid,22.0,0.0,174.33333333333334,17370.0,0.6986301369863014,1.0,152.0,17234.0,0
1307,F,47.0,Tamil Nadu,Kolkata,62073.0,Postpaid,33.0,0.0,191.33333333333334,17541.333333333332,1.2415730337078652,1.0,220.0,,0
1308,F,42.0,Karnataka,Delhi,185783.0,Prepaid,28.0,0.0,124.0,10183.666666666666,0.3418803418803419,2.1666666666666665,39.0,10933.0,0
1309,F,74.0,Tripura,Bangalore,75733.0,Postpaid,26.0,1.0,148.0,15802.333333333334,0.5425101214574899,1.0,133.0,18074.0,0
1310,M,58.0,Maharashtra,Mumbai,159132.0,Prepaid,15.0,0.0,265.0,8560.333333333334,1.0708661417322836,3.0,271.0,6863.0,0
1311,F,39.0,Karnataka,Delhi,155109.0,Prepaid,5.0,0.0,125.66666666666667,2439.0,0.9803921568627451,1.5,49.0,1556.0,0
1312,M,55.0,Delhi,Delhi,146045.0,Postpaid,12.0,0.0,138.66666666666666,8762.666666666666,2.2448979591836733,1.0,219.0,11563.0,0
1313,M,65.0,Karnataka,Bangalore,27074.0,Postpaid,15.0,0.0,124.33333333333333,7744.666666666667,1.2553191489361701,1.0,117.0,1853.0,0
1314,M,44.0,Arunachal Pradesh,Kolkata,26902.0,Prepaid,16.0,0.0,132.0,11970.0,0.1111111111111111,3.1666666666666665,10.0,8002.0,0
1315,F,49.0,West Bengal,Hyderabad,113716.0,Prepaid,10.0,0.0,137.33333333333334,9231.0,3.3013698630136985,2.3333333333333335,240.0,8487.0,0
1316,M,50.0,Delhi,Delhi,86513.0,Prepaid,8.0,0.0,244.0,12808.333333333334,1.0638297872340425,2.5,249.0,,0
1317,F,36.0,Karnataka,Delhi,194749.0,Prepaid,9.0,0.0,94.0,9862.666666666666,0.4787234042553192,2.0,44.0,12174.0,0
1318,F,31.0,Mizoram,Chennai,121225.0,Prepaid,2.0,0.0,234.66666666666666,9253.0,1.065,2.6666666666666665,212.0,18593.0,0
1319,F,54.0,Maharashtra,Kolkata,129889.0,Prepaid,26.0,0.0,155.33333333333334,11420.333333333334,0.5592105263157895,2.1666666666666665,84.0,15108.0,0
1320,F,66.0,Mizoram,Hyderabad,136562.0,Postpaid,18.0,0.0,189.0,14217.0,0.36444444444444446,1.0,81.0,19643.0,0
1321,M,54.0,Karnataka,Bangalore,239213.0,Postpaid,1.0,0.0,106.0,8103.666666666667,0.07547169811320754,1.0,3.0,4540.0,1
1322,F,44.0,Tamil Nadu,,,Prepaid,28.0,0.0,101.33333333333333,14537.333333333334,0.36423841059602646,1.8333333333333333,54.0,13244.0,0
1323,F,35.0,Karnataka,Delhi,165102.0,Postpaid,10.0,0.0,52.666666666666664,12507.666666666666,0.4939759036144578,1.0,40.0,17731.0,0
1324,M,52.0,West Bengal,Bangalore,227871.0,Prepaid,22.0,1.0,171.33333333333334,16823.0,0.6310679611650486,1.8333333333333333,129.0,14258.0,0
1325,M,30.0,Delhi,Mumbai,33014.0,Prepaid,27.0,0.0,187.66666666666666,7646.0,1.2903225806451613,3.0,279.0,2653.0,0
1326,M,74.0,Maharashtra,Hyderabad,125573.0,Prepaid,6.0,1.0,136.0,9937.333333333334,0.056666666666666664,3.6666666666666665,16.0,,0
1327,F,38.0,Arunachal Pradesh,Hyderabad,187667.0,Postpaid,9.0,0.0,92.66666666666667,15504.0,1.7529411764705882,1.0,148.0,17026.0,0
1328,M,,West Bengal,Hyderabad,179676.0,Postpaid,26.0,0.0,164.33333333333334,2164.3333333333335,0.3076923076923077,1.0,67.0,4674.0,0
1329,M,71.0,Delhi,Kolkata,197078.0,Prepaid,22.0,0.0,166.33333333333334,5511.333333333333,0.6851851851851852,2.6666666666666665,147.0,12810.0,0
1330,M,23.0,Mizoram,Bangalore,122498.0,Postpaid,16.0,0.0,160.0,11008.0,0.8232931726907631,1.0,204.0,12120.0,0
1331,,21.0,Tripura,Kolkata,185646.0,Postpaid,21.0,0.0,101.33333333333333,4418.666666666667,1.6818181818181819,1.0,36.0,4068.0,1
1332,M,24.0,Maharashtra,Kolkata,57213.0,Postpaid,10.0,0.0,158.33333333333334,13195.0,2.195876288659794,1.0,212.0,503.0,0
1333,M,67.0,Tripura,Mumbai,202201.0,Prepaid,30.0,0.0,208.33333333333334,9070.333333333334,1.1476793248945147,3.0,271.0,6619.0,0
1334,M,40.0,Arunachal Pradesh,Hyderabad,99525.0,Prepaid,2.0,0.0,201.33333333333334,13256.0,1.7337278106508875,3.0,292.0,16876.0,0
1335,F,69.0,Delhi,Hyderabad,159023.0,Prepaid,25.0,0.0,214.33333333333334,13193.666666666666,0.7611940298507462,2.6666666666666665,152.0,19708.0,0
1336,F,54.0,Karnataka,Kolkata,153051.0,Prepaid,5.0,0.0,157.66666666666666,12874.333333333334,0.17842323651452283,2.3333333333333335,42.0,9787.0,0
1337,F,41.0,Mizoram,Hyderabad,28312.0,Postpaid,28.0,0.0,208.0,14162.333333333334,4.467741935483871,1.0,276.0,15529.0,0
1338,F,31.0,Karnataka,Bangalore,110956.0,Prepaid,14.0,0.0,,9499.666666666666,0.6124031007751938,2.1666666666666665,157.0,16160.0,0
1339,M,68.0,Karnataka,Mumbai,88976.0,Postpaid,19.0,0.0,,10991.0,1.868421052631579,1.0,283.0,11683.0,0
1340,F,47.0,Delhi,Hyderabad,45895.0,Postpaid,14.0,0.0,126.0,6775.666666666667,1.930232558139535,1.0,82.0,1704.0,0
1341,F,18.0,Tamil Nadu,Chennai,64379.0,Prepaid,24.0,0.0,107.0,2154.3333333333335,0.9642857142857143,1.8333333333333333,26.0,1961.0,1
1342,F,49.0,Mizoram,Hyderabad,122328.0,Prepaid,22.0,0.0,257.3333333333333,15413.0,0.8070175438596491,2.6666666666666665,229.0,10561.0,0
1343,M,56.0,Tamil Nadu,Kolkata,180072.0,Postpaid,2.0,0.0,32.666666666666664,10580.666666666666,0.4642857142857143,1.0,25.0,18359.0,0
1344,F,41.0,West Bengal,Bangalore,42073.0,Postpaid,9.0,1.0,181.33333333333334,7740.333333333333,1.8661417322834646,1.0,236.0,9502.0,0
1345,F,71.0,Tamil Nadu,Delhi,99430.0,Prepaid,13.0,0.0,97.0,13311.333333333334,0.8849557522123894,2.1666666666666665,99.0,9162.0,0
1346,M,70.0,West Bengal,Hyderabad,63543.0,Prepaid,17.0,0.0,190.0,13924.333333333334,2.125,2.8333333333333335,186.0,16537.0,0
1347,M,72.0,West Bengal,Mumbai,46009.0,Prepaid,20.0,0.0,177.0,13477.0,0.9333333333333333,1.6666666666666667,195.0,11059.0,0
1348,M,39.0,Maharashtra,Chennai,174649.0,Postpaid,5.0,0.0,148.0,12255.666666666666,0.17228464419475656,1.0,45.0,19959.0,0
1349,F,25.0,Arunachal Pradesh,Mumbai,82603.0,Prepaid,17.0,0.0,144.33333333333334,9555.333333333334,1.584,2.1666666666666665,197.0,5770.0,0
1350,M,59.0,West Bengal,Mumbai,64281.0,Postpaid,13.0,0.0,276.6666666666667,8750.666666666666,1.0648854961832062,1.0,278.0,2523.0,0
1351,F,34.0,Tamil Nadu,Kolkata,117798.0,Postpaid,29.0,0.0,51.0,6733.666666666667,0.5671641791044776,1.0,37.0,431.0,1
1352,F,58.0,Tamil Nadu,Hyderabad,153789.0,Prepaid,11.0,0.0,117.33333333333333,8337.0,0.47058823529411764,1.8333333333333333,79.0,1330.0,0
1353,F,34.0,Maharashtra,Delhi,849020.0,Postpaid,24.0,0.0,127.33333333333333,3553.3333333333335,1.7019230769230769,1.0,176.0,1475.0,1
1354,M,35.0,Delhi,Kolkata,85749.0,Prepaid,23.0,0.0,97.33333333333333,9621.666666666666,0.3728813559322034,2.6666666666666665,43.0,8105.0,0
1355,F,45.0,Mizoram,Chennai,97670.0,Postpaid,27.0,0.0,247.0,9685.333333333334,0.6373239436619719,1.0,180.0,14772.0,0
1356,F,30.0,Tripura,Bangalore,53052.0,Prepaid,13.0,0.0,32.0,12029.666666666666,5.6923076923076925,2.5,,14102.0,0
1357,F,23.0,West Bengal,Delhi,204286.0,Prepaid,12.0,0.0,109.33333333333333,13894.333333333334,0.22857142857142856,2.1666666666666665,55.0,19311.0,0
1358,F,28.0,Mizoram,Hyderabad,245681.0,Prepaid,29.0,0.0,234.33333333333334,12811.0,0.9246861924686193,2.1666666666666665,220.0,16986.0,0
1359,M,61.0,West Bengal,Kolkata,74564.0,Prepaid,2.0,0.0,130.33333333333334,12991.0,7.857142857142857,3.0,109.0,4405.0,0
1360,F,25.0,,Chennai,87825.0,Postpaid,1.0,0.0,214.33333333333334,5970.333333333333,0.5983606557377049,1.0,145.0,2512.0,0
1361,M,52.0,Karnataka,Bangalore,220287.0,Prepaid,12.0,0.0,115.33333333333333,3734.0,1.1162790697674418,2.6666666666666665,47.0,4869.0,0
1362,F,43.0,Karnataka,Chennai,79461.0,Prepaid,13.0,0.0,133.33333333333334,10165.0,1.6164383561643836,1.8333333333333333,235.0,4103.0,0
1363,M,71.0,Tripura,Chennai,104613.0,Prepaid,12.0,0.0,180.33333333333334,9315.0,0.27941176470588236,2.8333333333333335,56.0,9347.0,1
1364,M,73.0,Tripura,Bangalore,20645.0,Prepaid,15.0,0.0,106.66666666666667,14138.666666666666,0.4175824175824176,2.6666666666666665,37.0,15757.0,0
1365,M,32.0,Karnataka,Chennai,196565.0,Prepaid,32.0,0.0,136.0,12622.333333333334,2.3055555555555554,2.5,248.0,19455.0,0
1366,M,24.0,Mizoram,Bangalore,24711.0,Postpaid,1.0,0.0,138.0,13002.666666666666,4.144927536231884,1.0,285.0,13739.0,0
1367,M,37.0,Maharashtra,Hyderabad,60030.0,Prepaid,29.0,0.0,149.0,7953.666666666667,0.3811659192825112,2.0,84.0,10110.0,0
1368,F,45.0,Arunachal Pradesh,Chennai,42979.0,Prepaid,17.0,0.0,136.66666666666666,14207.666666666666,3.95,2.1666666666666665,236.0,16450.0,0
1369,F,52.0,Arunachal Pradesh,Chennai,23155.0,Prepaid,26.0,1.0,150.66666666666666,11588.333333333334,0.7704918032786885,2.5,93.0,3259.0,0
1370,M,65.0,Delhi,Delhi,194891.0,Prepaid,22.0,0.0,173.66666666666666,7593.0,1.2968036529680365,2.0,283.0,1437.0,0
1371,M,58.0,Mizoram,Kolkata,125741.0,Postpaid,17.0,0.0,39.666666666666664,8625.0,3.380952380952381,1.0,70.0,3438.0,0
1372,F,53.0,Maharashtra,Hyderabad,146004.0,Prepaid,16.0,0.0,191.33333333333334,7046.333333333333,0.4861111111111111,3.3333333333333335,104.0,7497.0,0
1373,F,72.0,Maharashtra,Chennai,151443.0,Prepaid,1.0,0.0,135.0,13526.666666666666,1.7372262773722629,2.6666666666666665,237.0,8188.0,0
1374,M,21.0,Karnataka,Mumbai,193180.0,Prepaid,32.0,0.0,222.66666666666666,8157.0,0.8006993006993007,2.8333333333333335,228.0,9395.0,0
1375,F,71.0,Karnataka,Hyderabad,163223.0,Prepaid,2.0,1.0,119.0,4692.0,0.3073394495412844,3.0,66.0,11043.0,0
1376,M,47.0,Karnataka,Hyderabad,126442.0,Postpaid,6.0,1.0,108.66666666666667,12976.333333333334,0.2826086956521739,1.0,38.0,16871.0,0
1377,M,30.0,Mizoram,Hyderabad,127457.0,Postpaid,32.0,0.0,199.66666666666666,8758.0,1.8181818181818181,1.0,259.0,7728.0,0
1378,F,45.0,Maharashtra,Bangalore,63691.0,Prepaid,11.0,0.0,193.0,6977.0,0.5707070707070707,2.6666666666666665,112.0,4624.0,0
